word,voc_easy
moisturize,<div>To moisturize is to add moisture to something or make it less dry. The purpose of hand lotion is to moisturize your dry hands.</div>
mojo,"<div>If you have good mojo, you’re popular, persuasive, and successful. It’s not a permanent thing, though. You could lose your mojo. It’s literally a magic charm bag, but these days you can have good mojo without all the baggage.</div>"
molar,"<div>The big strong teeth in the back of your mouth are molars. Molars make it possible for you to chew and grind the food you eat. If you don't have molars, don't order the steak.</div>"
molarity,<div>The molarity of a substance is a scientific way to talk about how concentrated it is. Molarity describes the number of moles of the substance per liter of liquid.</div>
molasses,"<div>Molasses is a gloppy, thick syrup made from sugar. If you are slow as molasses, then you should probably drop out of the track team.</div>"
mold,"<div>That green fungus growing on your bread is called mold — use it as a science experiment if you want to, but you definitely shouldn't plan on eating it. Mold grows where there is damp, decaying organic matter.</div>"
molder,"<div>To molder is to disintegrate or rot. If you store your books in the damp basement of your uncle's house, they're sure to molder.</div>"
moldy,"<div>Things that have gotten damp and started to smell musty can be described as moldy. You can also use this word for things that are actually growing a fungus on them, like your bag of moldy bread.</div>"
mole,"<div>You may have never seen the fuzzy, pointy-nosed animal called a mole even if you know what a mole is, since it lives underground most of the time.</div>"
molecular,"<div>Use the adjective molecular to describe something that has to do with or is made up of molecules. If you're studying molecular biology, you're focusing on the molecules that make up living things.</div>"
molecule,"<div>A molecule, or the simplest structural unit of a substance that still keeps the properties of that substance, is a scientific word that gets used by the nonscientific, as in ""Every single molecule in my body wants that chocolate cake!""</div>"
molest,<div>To molest someone is to attack or abuse them. A rowdy group of protesters might be tempted to molest the police officers who are controlling the crowd by shouting angrily or throwing things at them.</div>
moll,"<div>A woman who's the companion or conspirator to a gangster can be called a moll. One of the most famous molls was Bonnie Parker, of the criminal duo Bonnie and Clyde.</div>"
mollify,"<div>To mollify is to calm someone down, talk them off the ledge, make amends, maybe even apologize.</div>"
mollusk,"<div>Your pet snail, Sammy, is one example of a mollusk, or a soft, spineless animal. In Sammy's case, he has a shell, though some mollusks don't.</div>"
mollycoddle,"<div>Mollycoddle means to spoil or overindulge something. You can think of mollycoddle as an extreme form of coddle. If you constantly fuss over your dog and serve her homemade food while she's resting on a soft feather bed, you mollycoddle her.</div>"
molt,"<div>When an animal molts, it loses its feathers, fur, skin or maybe even outer skeleton. People don't molt, but plenty of animals do as a normal part of their life cycle.</div>"
molten,"<div>Molten describes an object that's reduced to liquid form by heating. You're probably familiar with lava, the molten rock that explodes out of a volcano.</div>"
mom,"<div>Mom is what many Americans call their mothers. Mothers with young children hear this word about 10,000 times a day, usually all in a row. Mom. Mom. Mom. You get the idea.</div>"
moment,<div>A moment is a particular point in time. Some moments you remember forever: like the moment you earned your driver's license or the moment you learned that you passed your organic chemistry class.</div>
momentarily,"<div>Use the adverb momentarily to mean ""very soon."" A waiter might say to a hungry customer, ""Your food will be ready momentarily.""</div>"
momentary,"<div>Something that lasts for a very short time is momentary. A flash of lightning is momentary, since it blazes across the sky for only a second or two.</div>"
momentous,"<div>Momentous describes an important event or moment in time. It is used for a time of great consequence or for a major accomplishment, and is almost always reserved for good things.</div>"
momentum,"<div>Momentum is generally used to mean increasing forward motion. A boulder rolling down a hill gains momentum. So does a great idea, a team on a winning streak, or the economy.</div>"
